id,sex_Male,age,race_African_American,priors_count,juv_fel_count,c_charge_degree_F,c_charge_degree_M,fitness
3,1,33.40465386021817,1,4.332324946068844,0.17008711801205223,1,0,0.8493069911970257
4,1,37.69296359445049,1,4.283286130962283,0.10337367133864683,0,0,0.8602104697824486
8,1,45.5750372697161,0,14.181759588402388,0.020057691965735813,1,0,3.344617366383487
10,0,27.331522782743633,0,0.9402791887103912,0.013567316470686208,0,1,1.4592731011533062
14,0,25.99795484629509,0,0.7695212044458,0.1582966889605797,1,0,1.168438863539522
15,1,27.50278775811912,1,3.1358446879530932,0.03235941420752786,0,1,2.9881648529647125
16,0,26.43395731125239,0,0.6591011334075803,0.3006699895092835,0,1,0.6092900006246702
18,1,43.052505733907566,1,4.642067052129917,0.058090968148083455,1,0,1.142874482346656
19,0,41.73252950929493,0,2.9474559174442305,0.002255823372920851,1,0,2.0688140619009325
20,1,36.21975121015593,1,7.147935570669983,0.044528281080713494,1,0,2.426162324526512
22,1,27.531679371417674,1,2.9691433413356227,0.1693654466193184,1,0,1.3697661704871793
23,1,35.996072507527124,0,5.084952280966704,0.0486136396266601,1,0,1.9542335931077344
24,1,31.127923383266886,0,3.3608596099650057,0.06012236965219353,1,0,2.3483921523509035
25,1,61.43049203436334,1,12.875900543065965,0.10264299953255396,1,0,1.9936456333797397
26,1,24.56595259018203,1,1.125046250983186,0.17663725613031867,1,0,1.2283300136233481
27,1,24.45519386912699,0,2.0915423306795744,0.1185523640413022,0,1,1.2484140097493877
28,1,23.271099624131786,0,0.6691988388197068,0.0095444681155743,1,0,2.768051368792857
32,1,42.9079052225239,1,3.7369188555971933,0.25646499615820106,0,1,0.7073478076647806
37,1,33.78683478147762,1,6.480535255736242,0.3385340077414978,1,0,0.5826899088520622
39,1,28.444203798147495,1,3.304237952129363,0.06891582109864736,1,0,1.7608884385292827
40,1,33.94918513719293,1,0.42408035480306916,0.5196647658525899,1,0,0.5058715334013196
41,1,28.959539953681947,0,4.226300702037344,0.046984774074732005,1,0,1.2408358555903263
42,1,31.84357524326138,1,3.348994131015448,0.23147354268739928,0,0,0.9358431464154224
45,1,53.319192157652516,1,5.0191186810529365,0.03575108583778741,1,0,1.0342134498935671
52,1,32.53660499073151,0,3.168924126280981,0.07087543289483467,0,1,1.9127307866506145
53,1,23.843244763164016,0,1.663886216372168,0.05271459083318053,0,1,3.5730541480846987
54,1,47.94722160087858,0,14.478456612970824,2.0425377892380525,1,0,0.5801522972335308
55,1,23.261686891780453,0,1.5728327613873327,0.28908587621134796,0,1,0.6680272291970185
56,0,24.7200807579515,1,0.8925988211424429,0.09371156485811216,1,0,1.5578151619223854
57,1,51.17486000225833,1,4.718868866341119,0.02422798965623363,0,1,2.319016529472241
59,1,26.37369334424561,0,2.8658977747982095,0.03142422869599759,0,1,2.9606135398844624
61,0,50.042718290192845,1,6.584100869802755,0.22256984362353238,1,0,1.1109667669182264
64,1,29.34040913945556,1,3.534347064829957,0.005240381693716323,1,0,2.1253710936930994
66,1,24.90324974708017,0,1.76840120928069,0.07334976970644336,0,1,0.8599983745233934
67,1,49.96124270637164,1,12.918825556012036,0.9077704673702836,1,0,0.9892571948021451
68,1,49.30119774881238,1,4.086038124917435,0.12747826299965848,0,1,0.8909082501582998
70,1,23.12713658777106,1,0.553345918877779,0.05809439011742468,1,0,1.8502479895438069
71,1,27.478479344649674,0,1.981050415407637,0.042416654587595914,1,0,2.9192093613780656
79,1,44.6052198837666,0,14.420164833871096,0.190806392766385,1,0,0.661431523496612
80,1,24.642900357849673,1,0.7358074714532536,0.04719989461771101,1,0,2.811509865231128
84,1,50.096066790421375,1,3.9878776304098307,0.02143897988127197,0,1,7.812834180644886
85,1,55.156968692276365,0,8.877543830236934,0.3283815458297812,1,0,0.7174579462760525
87,1,34.98259048554407,1,6.562675782359017,0.085140966132502,1,0,1.9917544481885314
90,1,44.544316221380384,0,13.335147014367388,0.9882702652064368,1,0,0.8526540893987611
91,1,37.828786140748406,1,5.859095102129574,0.003390475852682595,0,1,2.549110297618457
93,1,24.82521827915598,1,1.0446978461684076,0.32543545158345566,1,0,0.7633014401753669
96,1,30.17859984722877,1,3.749798173118468,0.07896179021924521,1,0,2.707070789184719
98,1,33.521039475917924,1,5.451713591863106,0.13141361760560244,1,0,1.1986387448240607
100,0,54.149179386921546,1,5.034119609017229,0.035470556546990384,0,1,1.2012380436031853
105,0,38.85972508010851,1,3.5876959419114063,0.11887043666233277,0,1,1.1122049350826058
107,1,34.570362004995125,1,5.025348610054503,0.05030489276043326,1,0,2.306343269102072
108,1,27.092746106355815,0,2.834147360106143,0.13930236756359848,1,0,1.3603482252264052
111,0,39.778844217834184,1,4.313049403643698,0.016860498417181624,1,0,2.002598767926089
113,1,22.808304170778914,1,0.3816460099806851,0.10832687286689291,0,1,1.9813490625074772
114,1,21.979988213085754,0,0.5732564866825274,0.06575862977398206,1,0,3.227556738657956
115,0,24.079017435426266,1,1.184341301668801,0.1312414659009109,1,0,1.7131926991655733
119,1,32.289716738826094,1,3.5578560049758345,0.14961430905658935,1,0,1.0059920341967556
120,1,43.71395321574947,1,3.6114636409867673,0.10965280675739875,0,1,1.189750140659233
122,1,35.59422903241904,0,7.097379439395857,0.008710073049822409,0,1,1.8685708449930933
128,1,24.88095993193489,0,1.4739536543424858,1.0419606823472871,1,0,0.5415307036988162
131,1,22.179096703855063,0,0.4001709565164435,1.0860169373824946,1,0,1.5153976400211564
136,0,34.780135185329264,1,3.8337512163186593,0.0021541474801045624,0,1,2.721389010015897
137,1,49.56432149032226,1,10.303447612765048,0.1789652708893752,1,0,0.7073915656334036
138,1,34.45866749472989,0,6.3606843342883135,0.29361323099245107,1,0,0.658184388477001
142,1,35.60565832397271,0,7.203245647490853,0.24271829532305222,1,0,0.6354909845677721
145,1,19.28458772037778,0,0.1609064550724293,0.048679500034432,1,0,2.6960323441576937
146,0,39.10066274849417,0,3.8544925061690605,0.11013852661745371,1,0,1.289986485778654
148,0,52.953204826122004,1,4.877670652769028,0.015092582660070075,0,1,1.1815066620473758
151,1,20.08460365835798,1,0.9002059552506547,0.056697960245188916,0,1,3.7592728726455986
153,1,29.3533226706155,1,3.5051771831017153,0.09978589384336267,1,0,1.4295538720243153
154,0,38.93567726542372,0,3.6200521183891943,0.11431063408251507,1,0,1.1576567380864065
156,1,38.44178929604822,0,7.250734638423428,0.5707144805072062,0,0,0.33944001966335663
157,0,27.48459670467066,0,0.6182032151819006,0.10696635234397345,1,0,1.3914002735883135
158,0,30.96024499646409,0,3.8385216137631573,0.12113281850534285,0,1,0.9458435876221806
159,0,38.86411883662086,0,3.571424911668908,0.0905222431428987,1,0,1.5351988985150997
163,0,43.50052361802009,0,3.6190599097432274,0.08098524700727028,1,0,1.279050393011377
166,1,28.631792538618782,1,3.3074035234004984,0.3181590687335034,1,0,0.6534237281721497
169,0,38.05202918852603,0,4.966309650323608,0.11050754148759223,0,1,1.8195965071692184
171,1,32.97916725363707,0,3.5682852453744696,0.09170526627803044,1,0,1.222223959320307
173,1,34.21381698021937,1,5.099183488328385,0.33768015951544106,1,0,0.7755812850667517
174,1,27.265225336725628,1,3.123825070573494,0.07538744677509923,1,0,1.3846760445580808
175,1,41.62801617712878,1,1.837798818217451,0.04095471586625932,0,0,1.8048626288541925
176,1,44.843141717478815,0,10.504849547389805,0.0030715531220137926,1,0,2.580018595886114
177,1,20.806009884340305,1,0.11915617062011608,0.10294934255422605,1,0,2.2686637478991374
178,1,47.98021721604717,0,13.728131951823407,0.12806556577640293,1,0,0.3293423418133034
180,1,27.076407406883142,1,2.577669605471189,0.0556325023525428,0,1,1.7508847260734997
183,1,47.847878661900026,0,12.74895312985902,0.6643097868716197,1,0,0.3136880317000782
184,1,36.31537830132794,0,1.287099832467553,0.12946524524757308,1,0,0.8074906854970632
189,1,51.86721767455453,1,3.9113251189412668,0.20553507832051787,0,1,0.9943355996260854
190,1,47.16128234237591,1,13.481056514908696,0.12937444416686317,1,0,0.5614533513666655
194,1,41.275179790268304,0,5.8437427544535065,0.05642615801666473,1,0,3.9068530474389314
195,0,24.835481912759107,0,0.9048301155712646,0.19069435736812634,0,0,1.0245286834789398
197,0,25.856067755297175,0,0.7579572105219867,0.008195298101265625,0,1,2.5832407430218622
202,0,23.976774405976474,0,0.27053033385157077,0.40934468679765246,0,1,0.5440301251440923
203,0,22.383680986081057,1,0.7225808470561756,0.033724328352346955,0,1,3.528698205714379
206,1,36.06615257789642,0,7.393392610659644,0.14649447781139857,1,0,0.7632570675139166
208,0,44.1706159921766,0,3.7761780055330263,0.017318755372308647,0,1,2.3122693160968435
210,1,27.02621419678277,1,3.0164452662733043,0.0536662135805277,1,0,2.391926001817713
213,0,26.934005622197432,0,1.8575791297618216,0.3444898113900918,0,1,0.6291954434474104
215,1,30.68011948263899,1,3.8867960917039035,0.38209860460823863,0,1,0.5699463047511296
216,1,58.50107785690598,1,7.11129831995504,0.000593589707009734,0,0,0.9393120998096555
220,1,16.511406209375423,0,1.1838463145786182,0.9870623740197537,1,0,1.9579007155638823
222,0,43.084067190062825,0,6.305656025417317,0.17055500223521758,0,1,0.7143019781346427
223,1,38.53392487185453,0,6.902003163497483,1.0303323563974454,0,0,1.4740788854424955
224,1,46.52031418099525,0,11.659534113804149,0.2542291925381801,1,0,0.5579729685755905
225,1,36.292860289736275,0,7.450307263209977,0.41201011468764426,0,1,0.5406277350426887
227,0,30.85872027108765,0,1.899100025397804,0.020365911644393275,1,0,2.1863638275367685
228,0,34.14962648203056,1,6.376961820513394,0.19939877401402573,1,0,1.1759974694465454
229,1,28.98730950268934,0,0.9255159707667437,0.05887093053759118,0,0,1.388576586852794
231,0,24.906304605942108,1,0.39946313034543435,0.11318385085150595,1,0,1.4751115623141398
232,0,24.228167784959066,0,0.22694582309629174,0.10958017385094276,0,1,1.9846582260080132
